ID,Category,Language,Display Text,Spoken Text,Character Count,Text Hash,Status
TTS_NAV_PRACTICAL_BUILDING,navigation,ar,اتبع المسار الموضح للوصول إلى مبنى التدريب العملي.,عشان توصل لمبنى التدريب العملي، تابع المسار الموضّح قدامك لين توصل.,67,fb7f0ada57d4c1aedacf9afc010e5ba86d6dc7068409348376f53150aa4c5a61,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,en,Follow the route shown to reach the practical training building.,"To reach the practical training building, follow the route shown ahead until you arrive.",88,d42d028de85907183ee8e83d221276f8e102d93646d367f4e3ef40f533fc4e1c,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,ur,عملی تربیت کی عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,عملی تربیت کی عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,98,6969b9e0c0a67f77cfaa2c92a19d293c2cf9b42622e233e5efb87144e7f43f37,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,hi,व्यावहारिक प्रशिक्षण भवन तक पहुँचने के लिए दिखाया गया मार्ग अपनाएँ।,"व्यावहारिक प्रशिक्षण भवन तक पहुँचने के लिए, सामने दिखाए गए मार्ग का अनुसरण करें जब तक आप पहुँच न जाएँ।",102,eeff440d38e037c31a962b72f0c09dc433403a15c2689cd7b6843b3367715408,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,pa,عملی تربیت کی عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,عملی تربیت کی عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,98,6969b9e0c0a67f77cfaa2c92a19d293c2cf9b42622e233e5efb87144e7f43f37,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,fr,Suivez l'itinéraire indiqué pour atteindre le bâtiment de formation pratique.,"Pour atteindre le bâtiment de formation pratique, suivez l'itinéraire indiqué devant vous jusqu'à votre arrivée.",112,92d3a470a6f1836f07f46e559a589121799df0f883baf80e1a0211f297f78d9e,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,it,Segui il percorso indicato per raggiungere l'edificio di formazione pratica.,"Per raggiungere l'edificio di formazione pratica, segui il percorso mostrato davanti a te fino ad arrivare.",107,886ff586d7e873a47151394b0c51b2c6782ac20f0c11d7f490bde0a95e712520,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,bn,ব্যবহারিক প্রশিক্ষণ ভবনে পৌঁছাতে প্রদর্শিত পথ অনুসরণ করুন।,"ব্যবহারিক প্রশিক্ষণ ভবনে পৌঁছাতে, সামনে দেখানো পথ অনুসরণ করুন যতক্ষণ না আপনি পৌঁছান।",84,2abf2a5b910e6f3270b6008f4be0b3d4e186840497be6f25f6d5eff303096fb5,pending
TTS_NAV_PRACTICAL_BUILDING,navigation,tr,Uygulamalı eğitim binasına ulaşmak için gösterilen rotayı izleyin.,Uygulamalı eğitim binasına ulaşmak için önünüzde gösterilen rotayı varana kadar takip edin.,91,469aa7f8c4b81f8b051fc68705d99a2e7684efcde38b34eaede2c0434791b991,pending
TTS_NAV_MAIN_BUILDING,navigation,ar,اتبع المسار الموضح للوصول إلى المبنى الرئيسي النظري.,عشان توصل للمبنى الرئيسي، تابع المسار الموضّح قدامك لين توصل.,61,aa2abfb1b2f200640bedde03ddb81177bf47fcffbb570a695959f67a013d1ba5,pending
TTS_NAV_MAIN_BUILDING,navigation,en,Follow the route shown to reach the main theory building.,"To reach the main building, follow the route shown ahead until you arrive.",74,23c84fd7c9adc196cbf7a5fc4e951f8739df4734b7cd9f5a1e6dc84b0032e87a,pending
TTS_NAV_MAIN_BUILDING,navigation,ur,مرکزی تھیوری عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,مرکزی عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,90,0a88276f601d890eb9c4a5522ff6dc79790bfe0b0aca61584de10198cbd5d12f,pending
TTS_NAV_MAIN_BUILDING,navigation,hi,मुख्य थ्योरी भवन तक पहुँचने के लिए दिखाया गया मार्ग अपनाएँ।,"मुख्य भवन तक पहुँचने के लिए, सामने दिखाए गए मार्ग का अनुसरण करें जब तक आप पहुँच न जाएँ।",87,a6b24216c65ac6847f9ad5d6f4671515d3c8277bf95ccdb202982a64336e1f7a,pending
TTS_NAV_MAIN_BUILDING,navigation,pa,مرکزی تھیوری عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,مرکزی عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,90,0a88276f601d890eb9c4a5522ff6dc79790bfe0b0aca61584de10198cbd5d12f,pending
TTS_NAV_MAIN_BUILDING,navigation,fr,Suivez l'itinéraire indiqué pour atteindre le bâtiment principal.,"Pour atteindre le bâtiment principal, suivez l'itinéraire indiqué devant vous jusqu'à votre arrivée.",100,a7952e33fa8637d7c127cbc9f5d87818c0de91373324717a2ae681f1dddf62a7,pending
TTS_NAV_MAIN_BUILDING,navigation,it,Segui il percorso indicato per raggiungere l'edificio principale.,"Per raggiungere l'edificio principale, segui il percorso mostrato davanti a te fino ad arrivare.",96,db187c85c5419f7f78dee4fd5b2e4e14f1f82e3024f81950e5609c0985c1fc3a,pending
TTS_NAV_MAIN_BUILDING,navigation,bn,প্রধান ভবনে পৌঁছাতে প্রদর্শিত পথ অনুসরণ করুন।,"প্রধান ভবনে পৌঁছাতে, সামনে দেখানো পথ অনুসরণ করুন যতক্ষণ না আপনি পৌঁছান।",71,ef8895cdf45324fa8e7d37189ece24f534709fe51f4cf4f6b362630ed162b943,pending
TTS_NAV_MAIN_BUILDING,navigation,tr,Ana binaya ulaşmak için gösterilen rotayı izleyin.,Ana binaya ulaşmak için önünüzde gösterilen rotayı varana kadar takip edin.,75,26b8086f7353e99cdc9887e0f6ba970990dfe4022bb332358bb38305f7d9f8e2,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,ar,اتبع المسار الموضح للوصول إلى مبنى المرور.,عشان توصل لمبنى المرور، تابع المسار الموضّح قدامك لين توصل.,59,ff8a9383e8db416c4cb5b9df538ed597e0a6af2b531d2d5b08f643ac6edc2f62,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,en,Follow the route shown to reach the traffic building.,"To reach the traffic building, follow the route shown ahead until you arrive.",77,1a767772624deea092e3bb86b2d526c50cb999cbe1882bc1f23b84c425ed6b93,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,ur,ٹریفک عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,ٹریفک عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,90,2c5637e24b6a73d383e9ad250dd6922ad55178a5a08e5b975fd0d77f21b8ae81,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,hi,यातायात भवन तक पहुँचने के लिए दिखाया गया मार्ग अपनाएँ।,"यातायात भवन तक पहुँचने के लिए, सामने दिखाए गए मार्ग का अनुसरण करें जब तक आप पहुँच न जाएँ।",89,fcd28408ee9e74708e674093e2fb35b0d5819ef41876957e67b6f9d62ccbc098,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,pa,ٹریفک عمارت تک پہنچنے کے لیے دکھایا گیا راستہ اختیار کریں۔,ٹریفک عمارت تک پہنچنے کے لیے، سامنے دکھایا گیا راستہ اختیار کریں یہاں تک کہ آپ پہنچ جائیں۔,90,2c5637e24b6a73d383e9ad250dd6922ad55178a5a08e5b975fd0d77f21b8ae81,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,fr,Suivez l'itinéraire indiqué pour atteindre le bâtiment de la circulation.,"Pour atteindre le bâtiment de la circulation, suivez l'itinéraire indiqué devant vous jusqu'à votre arrivée.",108,87b5f67b1a0be6f241d0f1da0e93ba7b572309df6cd941adb68c6ee054832e42,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,it,Segui il percorso indicato per raggiungere l'edificio del traffico.,"Per raggiungere l'edificio del traffico, segui il percorso mostrato davanti a te fino ad arrivare.",98,5335c7d81325d8231123a1af9877586d4722c5385b5a0e66ec92b56f23a1e45b,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,bn,ট্রাফিক ভবনে পৌঁছাতে প্রদর্শিত পথ অনুসরণ করুন।,"ট্রাফিক ভবনে পৌঁছাতে, সামনে দেখানো পথ অনুসরণ করুন যতক্ষণ না আপনি পৌঁছান।",72,df6055cba7c6c1a4093893f0f7a13610d92970e078f7fda7928dd6e35de1a6bf,pending
TTS_NAV_TRAFFIC_BUILDING,navigation,tr,Trafik binasına ulaşmak için gösterilen rotayı izleyin.,Trafik binasına ulaşmak için önünüzde gösterilen rotayı varana kadar takip edin.,80,806c6555aebb3e5a8ba44b32a854195bb4b3230965401e2550b5613c2318cd69,pending
TTS_PAYMENT_INSTRUCTIONS,payment,ar,طريقة دفع الرسوم,عشان تدفع الرسوم، توجّه للاستقبال وخذ رقم انتظار، وبعدها انتظر لين يُنادى على رقمك، ثم توجّه لخدمة العملاء وكمّل الدفع واستلم برنامجك التدريبي.,143,238a67b49ead6789e179e9d702c881f6fc0296c917edf320d0eb9d681984625e,pending
TTS_PAYMENT_INSTRUCTIONS,payment,en,How to pay the fees,"To pay your fees, go to reception and take a queue ticket, wait until your number is called, then go to customer service to complete payment and receive your training program.",175,6d31317795b82a0acdee0c309c2fbcbd0b03ac311df1ea153cc0b7def78c1a2c,pending
TTS_PAYMENT_INSTRUCTIONS,payment,ur,فیس ادا کرنے کا طریقہ,فیس ادا کرنے کے لیے استقبالیہ پر جائیں اور نمبر لیں، پھر اپنے نمبر کے اعلان کا انتظار کریں، اس کے بعد کسٹمر سروس پر جا کر ادائیگی مکمل کریں اور اپنا تربیتی پروگرام حاصل کریں۔,174,6e9e7113c34b909be5b3dae31b9ff4b4a12036712d6fa42416886f9dee9e824d,pending
TTS_PAYMENT_INSTRUCTIONS,payment,hi,शुल्क भुगतान का तरीका,"शुल्क भुगतान के लिए रिसेप्शन पर जाएँ और टोकन लें, फिर अपने नंबर की घोषणा का इंतज़ार करें, उसके बाद ग्राहक सेवा पर जाकर भुगतान पूरा करें और अपना प्रशिक्षण कार्यक्रम प्राप्त करें।",177,408432b688267996dc2b0f9b0e500cb74b55343ac269b73af6e6c10d741586b8,pending
TTS_PAYMENT_INSTRUCTIONS,payment,pa,فیس ادا کرنے کا طریقہ,فیس ادا کرنے کے لیے استقبالیہ پر جائیں اور نمبر لیں، پھر اپنے نمبر کے اعلان کا انتظار کریں، اس کے بعد کسٹمر سروس پر جا کر ادائیگی مکمل کریں اور اپنا تربیتی پروگرام حاصل کریں۔,174,6e9e7113c34b909be5b3dae31b9ff4b4a12036712d6fa42416886f9dee9e824d,pending
TTS_PAYMENT_INSTRUCTIONS,payment,fr,Comment payer les frais,"Pour payer vos frais, rendez-vous à la réception et prenez un ticket, attendez que votre numéro soit appelé, puis rendez-vous au service client pour finaliser le paiement et recevoir votre programme de formation.",212,2924290173a5508da5257f338a83b6a2d2f84f47759d82208971e5dccf5fb509,pending
TTS_PAYMENT_INSTRUCTIONS,payment,it,Come pagare le tasse,"Per pagare le tasse, recati alla reception e prendi un numero, attendi che venga chiamato, poi vai al servizio clienti per completare il pagamento e ricevere il tuo programma di formazione.",189,7833f2be6d23252507a2d22458dba75d1a354cd275240e55ebd3c54054b6f0ab,pending
TTS_PAYMENT_INSTRUCTIONS,payment,bn,ফি প্রদানের উপায়,"ফি প্রদানের জন্য রিসেপশনে যান এবং একটি টোকেন নিন, তারপর আপনার নম্বর ডাকার অপেক্ষা করুন, এরপর কাস্টমার সার্ভিসে গিয়ে পেমেন্ট সম্পন্ন করুন এবং আপনার প্রশিক্ষণ প্রোগ্রাম গ্রহণ করুন।",179,067c206383f9a27d0ca09e6994a95a7b28476ddebefffd1a0342a861759bc989,pending
TTS_PAYMENT_INSTRUCTIONS,payment,tr,Ücret nasıl ödenir,"Ücretinizi ödemek için resepsiyona gidin ve bir sıra numarası alın, numaranız çağrılana kadar bekleyin, ardından müşteri hizmetlerine giderek ödemeyi tamamlayın ve eğitim programınızı alın.",189,8b133fcc40cf6c16a1acd3312f9c5504f6e724564fea6997fc4ee058bf247c88,pending
TTS_AFTER_ASSESSMENT,after_step,ar,ماذا أفعل بعد التقييم؟,بعد ما تخلص التقييم، توجّه للمبنى الرئيسي، ومن هناك خذ رقم من الاستقبال، وبعدها توجّه لخدمة العملاء عشان تكمل إجراءاتك وتستلم برنامجك التدريبي.,143,72e5f75924a2e2fb7c8039c0abd4b3d600345c4b2d15d3981e1b1ee60e3e776c,pending
TTS_AFTER_ASSESSMENT,after_step,en,What to do after the evaluation?,"After the evaluation, go to the main building, take a ticket at reception, then go to customer service to complete your procedures and receive your training program.",165,ba55a1f37ac7c3f42cae01638bdc1c34915460690d89cdd3e8a42a3358006088,pending
TTS_AFTER_ASSESSMENT,after_step,ur,تشخیص کے بعد کیا کریں؟,تشخیص کے بعد مرکزی عمارت جائیں، وہاں پہنچ کر استقبالیہ سے نمبر لیں، پھر کسٹمر سروس پر جا کر اپنے کام مکمل کریں اور اپنی تشخیص کے مطابق تربیتی پروگرام حاصل کریں۔,160,2c181482a899d802b3fb2511051dd566f6fa0babefd9712bc9f8d76285877feb,pending
TTS_AFTER_ASSESSMENT,after_step,hi,मूल्यांकन के बाद क्या करें?,"मूल्यांकन के बाद मुख्य भवन जाएँ, वहाँ पहुँचकर रिसेप्शन से टोकन लें, फिर ग्राहक सेवा पर जाकर अपनी प्रक्रिया पूरी करें और अपने मूल्यांकन के अनुसार प्रशिक्षण कार्यक्रम प्राप्त करें।",178,a2609ce04bbe83f46c69f06978d39c01b8f7fb4149915c27a9d2c62e5ee595ff,pending
TTS_AFTER_ASSESSMENT,after_step,pa,تشخیص کے بعد کیا کریں؟,تشخیص کے بعد مرکزی عمارت جائیں، وہاں پہنچ کر استقبالیہ سے نمبر لیں، پھر کسٹمر سروس پر جا کر اپنے کام مکمل کریں اور اپنی تشخیص کے مطابق تربیتی پروگرام حاصل کریں۔,160,2c181482a899d802b3fb2511051dd566f6fa0babefd9712bc9f8d76285877feb,pending
TTS_AFTER_ASSESSMENT,after_step,fr,Que faire après l'évaluation ?,"Après l'évaluation, rendez-vous au bâtiment principal, prenez un ticket à la réception, puis allez au service client pour finaliser vos démarches et recevoir votre programme de formation selon votre évaluation.",210,e557e132897c26e5bcec6f6f31ded26c2d3e8ef176f99db8e69c2e5a8283de0c,pending
TTS_AFTER_ASSESSMENT,after_step,it,Cosa fare dopo la valutazione?,"Dopo la valutazione, recati all'edificio principale, prendi un numero alla reception, poi vai al servizio clienti per completare le pratiche e ricevere il tuo programma di formazione in base alla valutazione.",208,d7c09930fed6a94f22df080a30991dd56daa7bff16baa21e1c81ade7a824a020,pending
TTS_AFTER_ASSESSMENT,after_step,bn,মূল্যায়নের পরে কী করবেন?,"মূল্যায়নের পরে প্রধান ভবনে যান, সেখানে পৌঁছে রিসেপশন থেকে একটি টোকেন নিন, তারপর কাস্টমার সার্ভিসে গিয়ে আপনার প্রক্রিয়া সম্পন্ন করুন এবং আপনার মূল্যায়ন অনুযায়ী প্রশিক্ষণ প্রোগ্রাম গ্রহণ করুন।",195,9c8de1db944ba803960ac685b319b1472682f43997121f6491abae07023ab6a4,pending
TTS_AFTER_ASSESSMENT,after_step,tr,Değerlendirmeden sonra ne yapmalıyım?,"Değerlendirmeden sonra ana binaya gidin, resepsiyondan bir numara alın, ardından müşteri hizmetlerine giderek işlemlerinizi tamamlayın ve değerlendirmenize göre eğitim programınızı alın.",186,ac850c0bf78f09f7ad2460a0b41ebd98ef5f7b83a35bcb96756eb8ea7f7d1ea9,pending
TTS_AFTER_THEORY_EXAM,after_step,ar,ماذا أفعل بعد الاختبار النظري؟,بعد ما تخلص الاختبار النظري وتجتازه، توجّه لمبنى التدريب العملي. تقدر تستخدم رمز الموقع عشان توصل، وبعد ما توصل ادخل وانتظر موعد تدريبك.,136,9677d9615b4e9474631f1762e4ffc5e9d54bbba84f59a5d2a235c208193f8567,pending
TTS_AFTER_THEORY_EXAM,after_step,en,What to do after the theory test?,"After finishing and passing the theory test, go to the practical training building. Use the location code to get there, then go inside and wait for your appointment.",165,e26538e14276126309482438a14ddb2aa8228b10ee0425d4d669b0754c8f9376,pending
TTS_AFTER_THEORY_EXAM,after_step,ur,تھیوری ٹیسٹ کے بعد کیا کریں؟,تھیوری ٹیسٹ مکمل کرنے اور پاس کرنے کے بعد، عملی تربیت کی عمارت جائیں۔ مقام تک پہنچنے کے لیے کوڈ استعمال کریں، پھر اندر جا کر اپنے تربیتی وقت کا انتظار کریں۔,156,b244869adaa1127de76353069c4deea1f846d38c78fa1635f4813dd9069f76ce,pending
TTS_AFTER_THEORY_EXAM,after_step,hi,थ्योरी परीक्षा के बाद क्या करें?,"थ्योरी परीक्षा पूरी करने और पास करने के बाद, व्यावहारिक प्रशिक्षण भवन जाएँ। स्थान तक पहुँचने के लिए कोड का उपयोग करें, फिर अंदर जाकर अपने प्रशिक्षण समय का इंतज़ार करें।",168,daed46cc8422dfd9e4b4d7263ba55af7e843c4e650a05433790c4902e44d5b52,pending
TTS_AFTER_THEORY_EXAM,after_step,pa,تھیوری ٹیسٹ کے بعد کیا کریں؟,تھیوری ٹیسٹ مکمل کرنے اور پاس کرنے کے بعد، عملی تربیت کی عمارت جائیں۔ مقام تک پہنچنے کے لیے کوڈ استعمال کریں، پھر اندر جا کر اپنے تربیتی وقت کا انتظار کریں۔,156,b244869adaa1127de76353069c4deea1f846d38c78fa1635f4813dd9069f76ce,pending
TTS_AFTER_THEORY_EXAM,after_step,fr,Que faire après l'examen théorique ?,"Après avoir terminé et réussi l'examen théorique, rendez-vous au bâtiment de formation pratique. Utilisez le code du lieu pour vous y rendre, puis entrez et attendez votre rendez-vous de formation.",197,f15fa596a3fb73ac05351973987f5f56effddbdf0c9ae0de691dbce85242a583,pending
TTS_AFTER_THEORY_EXAM,after_step,it,Cosa fare dopo l'esame teorico?,"Dopo aver completato e superato l'esame teorico, recati all'edificio di formazione pratica. Usa il codice per raggiungere la posizione, poi entra e attendi il tuo appuntamento di formazione.",190,b2cd6354dec6400acf9156dd7111b0e870de087b00804a4f32b8d43ad9158d3f,pending
TTS_AFTER_THEORY_EXAM,after_step,bn,তত্ত্বীয় পরীক্ষার পরে কী করবেন?,"তত্ত্বীয় পরীক্ষা সম্পন্ন ও পাস করার পরে, ব্যবহারিক প্রশিক্ষণ ভবনে যান। অবস্থানে পৌঁছাতে কোড ব্যবহার করুন, তারপর ভিতরে গিয়ে আপনার প্রশিক্ষণের সময়ের অপেক্ষা করুন।",163,8d861e5d4d6519b932ae4328af99ec6c1a0cf502036e0eb0dd540d434c06bdec,pending
TTS_AFTER_THEORY_EXAM,after_step,tr,Teori sınavından sonra ne yapmalıyım?,"Teori sınavını tamamlayıp geçtikten sonra, uygulamalı eğitim binasına gidin. Konuma ulaşmak için kodu kullanın, ardından içeri girip eğitim randevunuzu bekleyin.",161,0e3935ca2bdb3c0b53f24be79692a2ebb9f43fccfdd44b767bff9f123d0699a3,pending
TTS_AFTER_PRACTICAL_TRAINING,after_step,ar,ماذا أفعل بعد التدريب العملي؟,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,en,What to do after practical training?,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,ur,عملی تربیت کے بعد کیا کریں؟,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,hi,व्यावहारिक प्रशिक्षण के बाद क्या करें?,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,pa,عملی تربیت کے بعد کیا کریں؟,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,fr,Que faire après la formation pratique ?,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,it,Cosa fare dopo la formazione pratica?,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,bn,ব্যবহারিক প্রশিক্ষণের পরে কী করবেন?,,0,,disabled
TTS_AFTER_PRACTICAL_TRAINING,after_step,tr,Uygulamalı eğitimden sonra ne yapmalıyım?,,0,,disabled
TTS_CHANGE_APPOINTMENT,appointment,ar,تغيير موعد التدريب,سيتم إضافة إجراء تغيير الموعد هنا.,34,1e92be10a06d0c8c264e6a8612f6e2f753916bff109945e80a378d096ca4ad80,pending
TTS_CHANGE_APPOINTMENT,appointment,en,Change appointment,The approved procedure will be added here.,42,6e6a6e1f65a05216c7bfcd7b5e0c69d1231ccfeb3931be5a3efc24fd79dfe57b,pending
TTS_CHANGE_APPOINTMENT,appointment,ur,تربیت کا وقت تبدیل کرنا,اپائنٹمنٹ تبدیل کرنے کا طریقہ کار یہاں شامل کیا جائے گا۔,56,3cbf40d34687573cb222682278b756549096dab015dde8e3afc06b78948a4daa,pending
TTS_CHANGE_APPOINTMENT,appointment,hi,प्रशिक्षण समय बदलना,अपॉइंटमेंट बदलने की प्रक्रिया यहाँ जोड़ी जाएगी।,47,e77f0b7351193f1a48f0928df1ad97a10adeb95f5f518afde5acbe75d9939d1d,pending
TTS_CHANGE_APPOINTMENT,appointment,pa,تربیت کا وقت تبدیل کرنا,اپائنٹمنٹ تبدیل کرنے کا طریقہ کار یہاں شامل کیا جائے گا۔,56,3cbf40d34687573cb222682278b756549096dab015dde8e3afc06b78948a4daa,pending
TTS_CHANGE_APPOINTMENT,appointment,fr,Changer le rendez-vous,La procédure sera ajoutée ici.,30,651f4e06e44271a63fddb48b1ece3a84899f30a157bc68fc582cc4c906d14b29,pending
TTS_CHANGE_APPOINTMENT,appointment,it,Cambiare appuntamento,La procedura sarà aggiunta qui.,31,c218a83750d159446f8324cf30bc0a628b4275133caf59aae41e3da5babb991c,pending
TTS_CHANGE_APPOINTMENT,appointment,bn,প্রশিক্ষণের সময় পরিবর্তন,পদ্ধতি এখানে যোগ করা হবে।,25,7dcc9bc0049be9f7aed12097b26a2c1b4d9fb8b6d83fdaa377a4b4c3ba57a34e,pending
TTS_CHANGE_APPOINTMENT,appointment,tr,Randevu değişikliği,Prosedür buraya eklenecektir.,29,5e8e129550b8e41fe9483aa56e17f4c9c48f6358f5063de09347ac564731c5a8,pending
